Country,Year,Value,Indicator,Color,Baseline,UpDown
Solomon Islands,2013,0.009829,Direct disaster economic loss,red,0.05,Down
Tonga,2013,,Direct disaster economic loss,gray,0.05,Down
Vanuatu,2013,,Direct disaster economic loss,gray,0.05,Down
Fiji,2014,,Direct disaster economic loss,gray,0.05,Down
Kiribati,2014,0.001497,Direct disaster economic loss,red,0.05,Down
Marshall Islands,2014,0.002494,Direct disaster economic loss,red,0.05,Down
Micronesia (Federated States of),2014,,Direct disaster economic loss,gray,0.05,Down
Palau,2014,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2014,,Direct disaster economic loss,gray,0.05,Down
Samoa,2014,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2014,,Direct disaster economic loss,gray,0.05,Down
Tonga,2014,0.042194,Direct disaster economic loss,red,0.05,Down
Vanuatu,2014,0.000301,Direct disaster economic loss,red,0.05,Down
Fiji,2016,0.075881,Direct disaster economic loss,red,0.05,Down
Kiribati,2016,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2016,0.008842,Direct disaster economic loss,red,0.05,Down
Micronesia (Federated States of),2016,,Direct disaster economic loss,gray,0.05,Down
Palau,2016,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2016,,Direct disaster economic loss,gray,0.05,Down
Samoa,2016,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2016,,Direct disaster economic loss,gray,0.05,Down
Tonga,2016,0.007254,Direct disaster economic loss,red,0.05,Down
Vanuatu,2016,,Direct disaster economic loss,gray,0.05,Down
Fiji,2018,0.009003,Direct disaster economic loss,red,0.05,Down
Kiribati,2018,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2018,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2018,0.00049,Direct disaster economic loss,red,0.05,Down
Palau,2018,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2018,,Direct disaster economic loss,gray,0.05,Down
Samoa,2018,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2018,,Direct disaster economic loss,gray,0.05,Down
Tonga,2018,0.017536,Direct disaster economic loss,red,0.05,Down
Vanuatu,2018,0.070515,Direct disaster economic loss,red,0.05,Down
Fiji,2019,0.000198,Direct disaster economic loss,red,0.05,Down
Kiribati,2019,,Direct disaster economic loss,gray,0.05,Down
Marshall Islands,2019,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2019,0.020025,Direct disaster economic loss,red,0.05,Down
Palau,2019,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2019,,Direct disaster economic loss,gray,0.05,Down
Samoa,2019,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2019,,Direct disaster economic loss,gray,0.05,Down
Tonga,2019,,Direct disaster economic loss,gray,0.05,Down
Vanuatu,2019,,Direct disaster economic loss,gray,0.05,Down
Fiji,2020,0.005618,Direct disaster economic loss,red,0.05,Down
Kiribati,2020,0.000154,Direct disaster economic loss,red,0.05,Down
Marshall Islands,2020,,Direct disaster economic loss,gray,0.05,Down
Micronesia (Federated States of),2020,,Direct disaster economic loss,gray,0.05,Down
Palau,2020,,Direct disaster economic loss,gray,0.05,Down
Papua New Guinea,2020,6.8e-05,Direct disaster economic loss,red,0.05,Down
Samoa,2020,,Direct disaster economic loss,gray,0.05,Down
Solomon Islands,2020,,Direct disaster economic loss,gray,0.05,Down
Tonga,2020,,Direct disaster economic loss,gray,0.05,Down
Vanuatu,2020,,Direct disaster economic loss,gray,0.05,Down
American Samoa,2001,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2001,,Food Diet Diversity,gray,50.0,Down
Fiji,2001,49.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2001,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2001,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2001,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2001,,Food Diet Diversity,gray,50.0,Down
Nauru,2001,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2001,37.0,Food Diet Diversity,red,50.0,Down
Niue,2001,,Food Diet Diversity,gray,50.0,Down
Palau,2001,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2001,,Food Diet Diversity,gray,50.0,Down
Samoa,2001,30.0,Food Diet Diversity,red,50.0,Down
Solomon Islands,2001,70.0,Food Diet Diversity,red,50.0,Down
Tokelau,2001,,Food Diet Diversity,gray,50.0,Down
Tonga,2001,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2001,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2001,48.0,Food Diet Diversity,red,50.0,Down
American Samoa,2002,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2002,,Food Diet Diversity,gray,50.0,Down
Fiji,2002,49.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2002,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2002,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2002,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2002,,Food Diet Diversity,gray,50.0,Down
Nauru,2002,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2002,36.0,Food Diet Diversity,red,50.0,Down
Niue,2002,,Food Diet Diversity,gray,50.0,Down
Palau,2002,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2002,,Food Diet Diversity,gray,50.0,Down
Samoa,2002,30.0,Food Diet Diversity,red,50.0,Down
Solomon Islands,2002,69.0,Food Diet Diversity,red,50.0,Down
Tokelau,2002,,Food Diet Diversity,gray,50.0,Down
Tonga,2002,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2002,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2002,49.0,Food Diet Diversity,red,50.0,Down
American Samoa,2003,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2003,,Food Diet Diversity,gray,50.0,Down
Fiji,2003,49.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2003,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2003,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2003,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2003,,Food Diet Diversity,gray,50.0,Down
Nauru,2003,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2003,34.0,Food Diet Diversity,red,50.0,Down
Niue,2003,,Food Diet Diversity,gray,50.0,Down
Palau,2003,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2003,,Food Diet Diversity,gray,50.0,Down
Samoa,2003,30.0,Food Diet Diversity,red,50.0,Down
Solomon Islands,2003,69.0,Food Diet Diversity,red,50.0,Down
Tokelau,2003,,Food Diet Diversity,gray,50.0,Down
Tonga,2003,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2003,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2003,50.0,Food Diet Diversity,red,50.0,Down
American Samoa,2004,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2004,,Food Diet Diversity,gray,50.0,Down
Fiji,2004,48.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2004,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2004,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2004,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2004,,Food Diet Diversity,gray,50.0,Down
Nauru,2004,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2004,34.0,Food Diet Diversity,red,50.0,Down
Niue,2004,,Food Diet Diversity,gray,50.0,Down
Palau,2004,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2004,,Food Diet Diversity,gray,50.0,Down
Samoa,2004,29.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2004,69.0,Food Diet Diversity,red,50.0,Down
Tokelau,2004,,Food Diet Diversity,gray,50.0,Down
Tonga,2004,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2004,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2004,50.0,Food Diet Diversity,red,50.0,Down
American Samoa,2005,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2005,,Food Diet Diversity,gray,50.0,Down
Fiji,2005,47.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2005,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2005,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2005,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2005,,Food Diet Diversity,gray,50.0,Down
Nauru,2005,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2005,34.0,Food Diet Diversity,red,50.0,Down
Niue,2005,,Food Diet Diversity,gray,50.0,Down
Palau,2005,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2005,,Food Diet Diversity,gray,50.0,Down
Samoa,2005,29.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2005,67.0,Food Diet Diversity,red,50.0,Down
Tokelau,2005,,Food Diet Diversity,gray,50.0,Down
Tonga,2005,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2005,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2005,50.0,Food Diet Diversity,red,50.0,Down
American Samoa,2006,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2006,,Food Diet Diversity,gray,50.0,Down
Fiji,2006,47.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2006,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2006,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2006,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2006,,Food Diet Diversity,gray,50.0,Down
Nauru,2006,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2006,34.0,Food Diet Diversity,red,50.0,Down
Niue,2006,,Food Diet Diversity,gray,50.0,Down
Palau,2006,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2006,,Food Diet Diversity,gray,50.0,Down
Samoa,2006,29.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2006,67.0,Food Diet Diversity,red,50.0,Down
Tokelau,2006,,Food Diet Diversity,gray,50.0,Down
Tonga,2006,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2006,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2006,49.0,Food Diet Diversity,red,50.0,Down
American Samoa,2007,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2007,,Food Diet Diversity,gray,50.0,Down
Fiji,2007,47.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2007,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2007,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2007,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2007,,Food Diet Diversity,gray,50.0,Down
Nauru,2007,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2007,35.0,Food Diet Diversity,red,50.0,Down
Niue,2007,,Food Diet Diversity,gray,50.0,Down
Palau,2007,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2007,,Food Diet Diversity,gray,50.0,Down
Samoa,2007,29.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2007,66.0,Food Diet Diversity,red,50.0,Down
Tokelau,2007,,Food Diet Diversity,gray,50.0,Down
Tonga,2007,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2007,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2007,48.0,Food Diet Diversity,red,50.0,Down
American Samoa,2008,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2008,,Food Diet Diversity,gray,50.0,Down
Fiji,2008,47.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2008,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2008,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2008,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2008,,Food Diet Diversity,gray,50.0,Down
Nauru,2008,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2008,35.0,Food Diet Diversity,red,50.0,Down
Niue,2008,,Food Diet Diversity,gray,50.0,Down
Palau,2008,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2008,,Food Diet Diversity,gray,50.0,Down
Samoa,2008,28.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2008,67.0,Food Diet Diversity,red,50.0,Down
Tokelau,2008,,Food Diet Diversity,gray,50.0,Down
Tonga,2008,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2008,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2008,47.0,Food Diet Diversity,red,50.0,Down
American Samoa,2009,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2009,,Food Diet Diversity,gray,50.0,Down
Fiji,2009,49.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2009,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2009,39.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2009,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2009,,Food Diet Diversity,gray,50.0,Down
Nauru,2009,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2009,34.0,Food Diet Diversity,red,50.0,Down
Niue,2009,,Food Diet Diversity,gray,50.0,Down
Palau,2009,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2009,14.0,Food Diet Diversity,green,50.0,Down
Samoa,2009,28.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2009,66.0,Food Diet Diversity,red,50.0,Down
Tokelau,2009,,Food Diet Diversity,gray,50.0,Down
Tonga,2009,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2009,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2009,47.0,Food Diet Diversity,red,50.0,Down
American Samoa,2010,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2010,,Food Diet Diversity,gray,50.0,Down
Fiji,2010,49.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2010,34.0,Food Diet Diversity,red,50.0,Down
Kiribati,2010,38.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2010,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2010,,Food Diet Diversity,gray,50.0,Down
Nauru,2010,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2010,33.0,Food Diet Diversity,red,50.0,Down
Niue,2010,,Food Diet Diversity,gray,50.0,Down
Palau,2010,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2010,28.0,Food Diet Diversity,green,50.0,Down
Samoa,2010,28.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2010,67.0,Food Diet Diversity,red,50.0,Down
Tokelau,2010,,Food Diet Diversity,gray,50.0,Down
Tonga,2010,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2010,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2010,46.0,Food Diet Diversity,red,50.0,Down
American Samoa,2011,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2011,,Food Diet Diversity,gray,50.0,Down
Fiji,2011,50.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2011,35.0,Food Diet Diversity,red,50.0,Down
Kiribati,2011,36.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2011,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2011,,Food Diet Diversity,gray,50.0,Down
Nauru,2011,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2011,32.0,Food Diet Diversity,red,50.0,Down
Niue,2011,,Food Diet Diversity,gray,50.0,Down
Palau,2011,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2011,41.0,Food Diet Diversity,red,50.0,Down
Samoa,2011,28.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2011,67.0,Food Diet Diversity,red,50.0,Down
Tokelau,2011,,Food Diet Diversity,gray,50.0,Down
Tonga,2011,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2011,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2011,46.0,Food Diet Diversity,red,50.0,Down
American Samoa,2012,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2012,,Food Diet Diversity,gray,50.0,Down
Fiji,2012,50.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2012,35.0,Food Diet Diversity,red,50.0,Down
Kiribati,2012,35.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2012,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2012,,Food Diet Diversity,gray,50.0,Down
Nauru,2012,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2012,33.0,Food Diet Diversity,red,50.0,Down
Niue,2012,,Food Diet Diversity,gray,50.0,Down
Palau,2012,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2012,41.0,Food Diet Diversity,red,50.0,Down
Samoa,2012,29.0,Food Diet Diversity,green,50.0,Down
Solomon Islands,2012,67.0,Food Diet Diversity,red,50.0,Down
Tokelau,2012,,Food Diet Diversity,gray,50.0,Down
Tonga,2012,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2012,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2012,46.0,Food Diet Diversity,red,50.0,Down
American Samoa,2013,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2013,,Food Diet Diversity,gray,50.0,Down
Fiji,2013,50.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2013,35.0,Food Diet Diversity,red,50.0,Down
Kiribati,2013,34.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2013,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2013,,Food Diet Diversity,gray,50.0,Down
Nauru,2013,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2013,34.0,Food Diet Diversity,red,50.0,Down
Niue,2013,,Food Diet Diversity,gray,50.0,Down
Palau,2013,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2013,41.0,Food Diet Diversity,red,50.0,Down
Samoa,2013,30.0,Food Diet Diversity,red,50.0,Down
Solomon Islands,2013,68.0,Food Diet Diversity,red,50.0,Down
Tokelau,2013,,Food Diet Diversity,gray,50.0,Down
Tonga,2013,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2013,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2013,46.0,Food Diet Diversity,red,50.0,Down
American Samoa,2014,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2014,,Food Diet Diversity,gray,50.0,Down
Fiji,2014,50.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2014,35.0,Food Diet Diversity,red,50.0,Down
Kiribati,2014,35.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2014,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2014,,Food Diet Diversity,gray,50.0,Down
Nauru,2014,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2014,35.0,Food Diet Diversity,red,50.0,Down
Niue,2014,,Food Diet Diversity,gray,50.0,Down
Palau,2014,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2014,42.0,Food Diet Diversity,red,50.0,Down
Samoa,2014,31.0,Food Diet Diversity,red,50.0,Down
Solomon Islands,2014,68.0,Food Diet Diversity,red,50.0,Down
Tokelau,2014,,Food Diet Diversity,gray,50.0,Down
Tonga,2014,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2014,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2014,47.0,Food Diet Diversity,red,50.0,Down
American Samoa,2015,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2015,,Food Diet Diversity,gray,50.0,Down
Fiji,2015,50.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2015,35.0,Food Diet Diversity,red,50.0,Down
Kiribati,2015,35.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2015,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2015,,Food Diet Diversity,gray,50.0,Down
Nauru,2015,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2015,36.0,Food Diet Diversity,red,50.0,Down
Niue,2015,,Food Diet Diversity,gray,50.0,Down
Palau,2015,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2015,44.0,Food Diet Diversity,red,50.0,Down
Samoa,2015,31.0,Food Diet Diversity,red,50.0,Down
Solomon Islands,2015,69.0,Food Diet Diversity,red,50.0,Down
Tokelau,2015,,Food Diet Diversity,gray,50.0,Down
Tonga,2015,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2015,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2015,47.0,Food Diet Diversity,red,50.0,Down
American Samoa,2016,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2016,,Food Diet Diversity,gray,50.0,Down
Fiji,2016,50.0,Food Diet Diversity,red,50.0,Down
French Polynesia,2016,35.0,Food Diet Diversity,red,50.0,Down
Kiribati,2016,35.0,Food Diet Diversity,red,50.0,Down
Marshall Islands,2016,,Food Diet Diversity,gray,50.0,Down
Micronesia (Federated States of),2016,,Food Diet Diversity,gray,50.0,Down
Nauru,2016,,Food Diet Diversity,gray,50.0,Down
New Caledonia,2016,36.0,Food Diet Diversity,red,50.0,Down
Niue,2016,,Food Diet Diversity,gray,50.0,Down
Palau,2016,,Food Diet Diversity,gray,50.0,Down
Papua New Guinea,2016,45.0,Food Diet Diversity,red,50.0,Down
Samoa,2016,31.0,Food Diet Diversity,red,50.0,Down
Solomon Islands,2016,68.0,Food Diet Diversity,red,50.0,Down
Tokelau,2016,,Food Diet Diversity,gray,50.0,Down
Tonga,2016,,Food Diet Diversity,gray,50.0,Down
Tuvalu,2016,,Food Diet Diversity,gray,50.0,Down
Vanuatu,2016,47.0,Food Diet Diversity,red,50.0,Down
American Samoa,2017,,Food Diet Diversity,gray,50.0,Down
Cook Islands,2017,,Food Diet Diversity,gray,50.0,Down
